ASIN,Date,Price,Total Gross Revenue,Total Orders,Total PPC Sales,Total Profit
B09JG4TTP2,4/25/2023,69.99,0,0,0,-6.04
B09JG4TTP2,4/26/2023,69.99,69.99,1,1,23.37
B09JG4TTP2,4/27/2023,69.99,209.97,3,2,47.47
B09JG4TTP2,4/28/2023,69.99,139.98,2,1,26.74
B09JG4TTP2,4/29/2023,69.99,0,0,0,-38
B09JG4TTP2,4/30/2023,69.99,139.98,2,2,23.24
B09JG4TTP2,5/1/2023,69.99,209.97,3,0,60.94
B09JG4TTP2,5/2/2023,69.99,149.98,2,0,52.68
B09JG4TTP2,5/3/2023,74.99,0,0,0,0
B09JG4TTP2,5/4/2023,74.99,0,0,0,0
B09JG4TTP2,5/5/2023,74.99,0,0,0,0
B09JG4TTP2,5/6/2023,74.99,149.98,2,0,67.74
B09JG4TTP2,5/7/2023,74.99,74.99,1,0,33.87
B09JG4TTP2,5/8/2023,74.99,149.98,2,0,67.74
B09JG4TTP2,5/9/2023,74.99,74.99,1,0,33.87
B09JG4TTP2,5/10/2023,74.99,0,0,0,0
B09JG4TTP2,5/11/2023,74.99,0,0,0,0
B09JG4TTP2,5/12/2023,74.99,0,0,0,0
B09JG4TTP2,5/13/2023,74.99,0,0,0,0
B09JG4TTP2,5/14/2023,74.99,0,0,0,0
B09JG4TTP2,5/15/2023,74.99,74.99,1,0,33.87
B09JG4TTP2,5/16/2023,74.99,0,0,0,0
B09JG4TTP2,5/17/2023,74.99,74.99,1,0,33.87
B09JG4TTP2,5/18/2023,74.99,0,0,0,0
B09JG4TTP2,5/19/2023,74.99,0,0,0,0
B09JG4TTP2,5/20/2023,74.99,74.99,1,0,33.87
B09JG4TTP2,5/21/2023,74.99,0,0,0,0
B09JG4TTP2,5/22/2023,74.99,0,0,0,0
B09JG4TTP2,5/23/2023,74.99,0,0,0,0
B09JG4TTP2,5/24/2023,74.99,0,0,0,-71.28
B09JG4TTP2,5/25/2023,74.99,0,0,0,0
B09JG4TTP2,5/26/2023,74.99,0,0,0,0
B09JG4TTP2,5/27/2023,74.99,149.98,2,0,49.34
B09JG4TTP2,5/28/2023,74.99,0,0,0,0
B09JG4TTP2,5/29/2023,72.99,149.98,2,0,-12.13
B09JG4TTP2,5/30/2023,72.99,72.99,1,0,32.03
B09JG4TTP2,5/31/2023,72.99,0,0,0,0
B09JG4TTP2,6/1/2023,72.99,72.99,1,0,37.87
B09JG4TTP2,6/2/2023,72.99,0,0,0,0
B09JG4TTP2,6/3/2023,72.99,0,0,0,0
B09JG4TTP2,6/4/2023,72.99,0,0,0,0
B09JG4TTP2,6/5/2023,72.99,0,0,0,0
B09JG4TTP2,6/6/2023,72.99,72.99,1,0,-45.66
B09JG4TTP2,6/7/2023,72.99,0,0,0,0
B09JG4TTP2,6/8/2023,72.99,0,0,0,0
B09JG4TTP2,6/9/2023,72.99,0,0,0,0
B09JG4TTP2,6/10/2023,72.99,0,0,0,0
B09JG4TTP2,6/11/2023,72.99,145.98,2,0,64.06
B09JG4TTP2,6/12/2023,72.99,72.99,1,0,32.03
B09JG4TTP2,6/13/2023,72.99,0,0,0,0
B09JG4TTP2,6/14/2023,72.99,0,0,0,0
B09JG4TTP2,6/15/2023,72.99,72.99,1,0,32.03
B09JG4TTP2,6/16/2023,72.99,72.99,1,0,32.03
B09JG4TTP2,6/17/2023,72.99,72.99,1,0,32.03
B09JG4TTP2,6/18/2023,72.99,0,0,0,0
B09JG4TTP2,6/19/2023,72.99,72.99,1,0,28.4
B09JG4TTP2,6/20/2023,72.99,72.99,1,0,28.4
B09JG4TTP2,6/21/2023,72.99,0,0,0,0
B09JG4TTP2,6/22/2023,72.99,0,0,0,0
B09JG4TTP2,6/23/2023,72.99,72.99,1,0,-46.27
B09JG4TTP2,6/24/2023,72.99,0,0,0,0
B09JG4TTP2,6/25/2023,72.99,0,0,0,0
B09JG4TTP2,6/26/2023,72.99,0,0,0,0
B09JG4TTP2,6/27/2023,72.99,0,0,0,0
B09JG4TTP2,6/28/2023,72.99,145.98,2,0,56.8
B09JG4TTP2,6/29/2023,72.99,0,0,0,0
B09JG4TTP2,6/30/2023,72.99,0,0,0,-75.44
B09JG4TTP2,7/1/2023,72.99,0,0,0,-2.35
B09JG4TTP2,7/2/2023,72.99,0,0,0,0
B09JG4TTP2,7/3/2023,72.99,0,0,0,0
