Order ID,Color,Cost,countryCode,"Month, Day, Year of Date",ASIN,Size,Store,Price,Sales,Units
63d0be22dba2fe37f0546203,Black,31.1,US,"May 26, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,149.97,3
63d0be22dba2fe37f0546204,Black,31.1,US,"May 27, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,199.96,4
63d0db35dba2fe37f05850a5,Black,41.1,US,"April 24, 2022",B09JG4TTP2,240mmm,Dracaena Store,59.99,59.99,1
63d0db35dba2fe37f05850a8,Black,41.1,US,"April 27, 2022",B09JG4TTP2,240mmm,Dracaena Store,59.99,59.99,1
63d0db35dba2fe37f058508e,Black,41.1,US,"April 1, 2022",B09JG4TTP2,240mmm,Dracaena Store,68.99,137.98,2
63d0db35dba2fe37f058509c,Black,41.1,US,"April 15, 2022",B09JG4TTP2,240mmm,Dracaena Store,68.99,68.99,1
63d0db35dba2fe37f0585091,Black,41.1,US,"April 4, 2022",B09JG4TTP2,240mmm,Dracaena Store,68.99,68.99,1
63d0db35dba2fe37f0585099,Black,41.1,US,"April 12, 2022",B09JG4TTP2,240mmm,Dracaena Store,68.99,68.99,1
63d0db98dba2fe37f0585e68,Black,31.1,US,"April 7, 2022",B09JG59MGK,120mm,Dracaena Store,49,49,1
63d4b8d7dba2fe37f0b2346b,Black,31.1,US,"June 1, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,99.98,2
63d4b8d7dba2fe37f0b2346c,Black,31.1,US,"June 2, 2022",B09JG59MGK,120mm,Dracaena Store,25,49.99,2
63d4b8d7dba2fe37f0b2346d,Black,31.1,US,"June 3, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,49.99,1
63d4b8d7dba2fe37f0b2346e,Black,31.1,US,"June 4, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,49.99,1
63d4b8d7dba2fe37f0b2347c,Black,31.1,US,"June 18, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,207.96,4
63d4b8d7dba2fe37f0b2347d,Black,31.1,US,"June 19, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d4b8d7dba2fe37f0b2347e,Black,31.1,US,"June 20, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d4b8d7dba2fe37f0b2347f,Black,31.1,US,"June 21, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,155.97,3
63d4b8d7dba2fe37f0b23470,Black,31.1,US,"June 6, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,49.99,1
63d4b8d7dba2fe37f0b23471,Black,31.1,US,"June 7, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,99.98,2
63d4b8d7dba2fe37f0b23473,Black,31.1,US,"June 9, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,49.99,1
63d4b8d7dba2fe37f0b23474,Black,31.1,US,"June 10, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,99.98,2
63d4b8d7dba2fe37f0b23475,Black,31.1,US,"June 11, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,49.99,1
63d4b8d7dba2fe37f0b23476,Black,31.1,US,"June 12, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,49.99,1
63d4b8d7dba2fe37f0b23477,Black,31.1,US,"June 13, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,99.98,2
63d4b8d7dba2fe37f0b23478,Black,31.1,US,"June 14, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,49.99,1
63d4b8d7dba2fe37f0b23479,Black,31.1,US,"June 15, 2022",B09JG59MGK,120mm,Dracaena Store,49.99,299.94,6
63d4b8d7dba2fe37f0b23480,Black,31.1,US,"June 22, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d4b8d7dba2fe37f0b23481,Black,31.1,US,"June 23, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d4b8d7dba2fe37f0b23482,Black,31.1,US,"June 24, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,259.95,5
63d4b8d7dba2fe37f0b23483,Black,31.1,US,"June 25, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,155.97,3
63d4b8d7dba2fe37f0b23484,Black,31.1,US,"June 26, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,155.97,3
63d4b8d7dba2fe37f0b23485,Black,31.1,US,"June 27, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,207.96,4
63d4b8d7dba2fe37f0b23486,Black,31.1,US,"June 28, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d4b8d7dba2fe37f0b23487,Black,31.1,US,"June 29, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,155.97,3
63d4b8d7dba2fe37f0b23488,Black,31.1,US,"June 30, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,207.96,4
63d4b730dba2fe37f0b2237b,Black,41.1,US,"June 15, 2022",B09JG4TTP2,240mmm,Dracaena Store,56.99,56.99,1
63d4b730dba2fe37f0b2237d,Black,41.1,US,"June 17, 2022",B09JG4TTP2,240mmm,Dracaena Store,56.99,170.97,3
63d4b730dba2fe37f0b2237f,Black,41.1,US,"June 19, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63d4b730dba2fe37f0b22372,Black,41.1,US,"June 6, 2022",B09JG4TTP2,240mmm,Dracaena Store,56.99,56.99,1
63d4b730dba2fe37f0b22373,Black,41.1,US,"June 7, 2022",B09JG4TTP2,240mmm,Dracaena Store,56.99,56.99,1
63d4b730dba2fe37f0b22377,Black,41.1,US,"June 11, 2022",B09JG4TTP2,240mmm,Dracaena Store,56.99,113.98,2
63d4b730dba2fe37f0b22378,Black,41.1,US,"June 12, 2022",B09JG4TTP2,240mmm,Dracaena Store,56.99,56.99,1
63d4b730dba2fe37f0b22379,Black,41.1,US,"June 13, 2022",B09JG4TTP2,240mmm,Dracaena Store,56.99,170.97,3
63d4b730dba2fe37f0b22381,Black,41.1,US,"June 21, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63d4b730dba2fe37f0b22386,Black,41.1,US,"June 26, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63d4b730dba2fe37f0b22388,Black,41.1,US,"June 28, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63d4b741dba2fe37f0b223aa,Black,51,US,"June 2, 2022",B09JG5X1PY,360mm,Dracaena Store,86.99,86.99,1
63d4b741dba2fe37f0b223bf,Black,51,US,"June 23, 2022",B09JG5X1PY,360mm,Dracaena Store,86.99,86.99,1
63d4b741dba2fe37f0b223c5,Black,51,US,"June 29, 2022",B09JG5X1PY,360mm,Dracaena Store,86.99,86.99,1
63d7aca2e561b5a4b697f4d2,Black,31.1,JP,"September 2, 2022",B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2
63d8b4a115f0dd999069e679,Black,31.1,JP,"September 3, 2022",B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1
63d06ab4dba2fe37f0494dbd,Black,31.1,GB,"June 29, 2022",B09JG59MGK,120mm,Dracaena Store,66.0273,66.0273,1
63d06fd7dba2fe37f04a034b,Black,31.1,DE,"July 7, 2022",B09JG59MGK,120mm,Dracaena Store,56.6691,56.6691,1
63d06fd7dba2fe37f04a035d,Black,31.1,DE,"July 25, 2022",B09JG59MGK,120mm,Dracaena Store,56.6691,56.6691,1
63d45d98dba2fe37f0abbc8f,Black,31.1,CA,"July 31, 2022",B09JG59MGK,120mm,Dracaena Store,52.44,52.44,1
63d45d98dba2fe37f0abbc92,Black,31.1,CA,"August 3, 2022",B09JG59MGK,120mm,Dracaena Store,52.44,52.44,1
63d46a31dba2fe37f0acbdea,Black,31.1,JP,"June 5, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46a31dba2fe37f0acbded,Black,31.1,JP,"June 8, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46a31dba2fe37f0acbdf2,Black,31.1,JP,"June 13, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46c2adba2fe37f0ace74c,Black,51,US,"August 7, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63d46c2adba2fe37f0ace75e,Black,51,US,"August 25, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63d46c2adba2fe37f0ace747,Black,51,US,"August 2, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63d46c2adba2fe37f0ace760,Black,51,US,"August 27, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63d46c8edba2fe37f0acef7e,Black,31.1,US,"August 5, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d46c8edba2fe37f0acef79,Black,31.1,US,"July 31, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d46c8edba2fe37f0acef85,Black,31.1,US,"August 12, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d46c8edba2fe37f0acef86,Black,31.1,US,"August 13, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d46f88dba2fe37f0ad2b8a,Black,31.1,JP,"May 20, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46f88dba2fe37f0ad2b8c,Black,31.1,JP,"May 22, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46f88dba2fe37f0ad2b83,Black,31.1,JP,"May 13, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,119.679,3
63d46f88dba2fe37f0ad2b85,Black,31.1,JP,"May 15, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46f88dba2fe37f0ad2b86,Black,31.1,JP,"May 16, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46f88dba2fe37f0ad2b88,Black,31.1,JP,"May 18, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,39.893,1
63d46f88dba2fe37f0ad2b96,Black,31.1,JP,"June 1, 2022",B09JG59MGK,120mm,Dracaena Store,39.893,79.786,2
63d47c29dba2fe37f0ae2ad3,Black,31.1,CA,"July 1, 2022",B09JG59MGK,120mm,Dracaena Store,52.3488,52.3488,1
63d47c29dba2fe37f0ae2ade,Black,31.1,CA,"July 12, 2022",B09JG59MGK,120mm,Dracaena Store,49.02,49.02,1
63d47c29dba2fe37f0ae2adf,Black,31.1,CA,"July 13, 2022",B09JG59MGK,120mm,Dracaena Store,49.02,147.06,3
63d48b40dba2fe37f0af53b9,Black,41.1,US,"July 17, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63d48b44dba2fe37f0af540b,Black,51,US,"July 9, 2022",B09JG5X1PY,360mm,Dracaena Store,86.99,86.99,1
63d48b44dba2fe37f0af541e,Black,51,US,"July 28, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63d48b44dba2fe37f0af5406,Black,51,US,"July 4, 2022",B09JG5X1PY,360mm,Dracaena Store,86.99,86.99,1
63d48b44dba2fe37f0af5417,Black,51,US,"July 21, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63d48ba8dba2fe37f0af5c1a,Black,31.1,US,"July 2, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,51.99,1
63d48ba8dba2fe37f0af5c1b,Black,31.1,US,"July 3, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,51.99,1
63d48ba8dba2fe37f0af5c1c,Black,31.1,US,"July 4, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d48ba8dba2fe37f0af5c1d,Black,31.1,US,"July 5, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d48ba8dba2fe37f0af5c1e,Black,31.1,US,"July 6, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,155.97,3
63d48ba8dba2fe37f0af5c1f,Black,31.1,US,"July 7, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,103.98,2
63d48ba8dba2fe37f0af5c2a,Black,31.1,US,"July 18, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d48ba8dba2fe37f0af5c2c,Black,31.1,US,"July 20, 2022",B09JG59MGK,120mm,Dracaena Store,52,208,4
63d48ba8dba2fe37f0af5c2d,Black,31.1,US,"July 21, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d48ba8dba2fe37f0af5c19,Black,31.1,US,"July 1, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,207.96,4
63d48ba8dba2fe37f0af5c20,Black,31.1,US,"July 8, 2022",B09JG59MGK,120mm,Dracaena Store,51.99,51.99,1
63d48ba8dba2fe37f0af5c21,Black,31.1,US,"July 9, 2022",B09JG59MGK,120mm,Dracaena Store,26,51.99,2
63d48ba8dba2fe37f0af5c23,Black,31.1,US,"July 11, 2022",B09JG59MGK,120mm,Dracaena Store,63,126,2
63d48ba8dba2fe37f0af5c24,Black,31.1,US,"July 12, 2022",B09JG59MGK,120mm,Dracaena Store,47.25,236.25,5
63d48ba8dba2fe37f0af5c25,Black,31.1,US,"July 13, 2022",B09JG59MGK,120mm,Dracaena Store,47.25,567,12
63d48ba8dba2fe37f0af5c27,Black,31.1,US,"July 15, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d48ba8dba2fe37f0af5c29,Black,31.1,US,"July 17, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d48ba8dba2fe37f0af5c30,Black,31.1,US,"July 24, 2022",B09JG59MGK,120mm,Dracaena Store,52,364,7
63d48ba8dba2fe37f0af5c33,Black,31.1,US,"July 27, 2022",B09JG59MGK,120mm,Dracaena Store,52,104,2
63d48ba8dba2fe37f0af5c34,Black,31.1,US,"July 28, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d48ba8dba2fe37f0af5c35,Black,31.1,US,"July 29, 2022",B09JG59MGK,120mm,Dracaena Store,52,156,3
63d48ba8dba2fe37f0af5c36,Black,31.1,US,"July 30, 2022",B09JG59MGK,120mm,Dracaena Store,52,260,5
63d49b39dba2fe37f0b096a4,Black,31.1,CA,"June 4, 2022",B09JG59MGK,120mm,Dracaena Store,52.3488,52.3488,1
63d49b39dba2fe37f0b096b1,Black,31.1,CA,"June 17, 2022",B09JG59MGK,120mm,Dracaena Store,52.3488,52.3488,1
63d49b39dba2fe37f0b096b2,Black,31.1,CA,"June 18, 2022",B09JG59MGK,120mm,Dracaena Store,52.3488,52.3488,1
63d49b39dba2fe37f0b096bc,Black,31.1,CA,"June 28, 2022",B09JG59MGK,120mm,Dracaena Store,52.3488,52.3488,1
63d49b39dba2fe37f0b096be,Black,31.1,CA,"June 30, 2022",B09JG59MGK,120mm,Dracaena Store,52.3488,52.3488,1
63d80b2ae561b5a4b69b18df,Black,41.1,CA,"September 9, 2022",B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1
63d81a6ce561b5a4b69bb063,Black,51,US,"September 7, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63d81ad2e561b5a4b69bb5c9,Black,31.1,US,"September 9, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63d141b5dba2fe37f0630d74,Black,41.1,US,"February 8, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,207,3
63d185efdba2fe37f069714a,Black,41.1,US,"December 14, 2021",B09JG4TTP2,240mmm,Dracaena Store,65.99,65.99,1
63d185efdba2fe37f069714d,Black,41.1,US,"December 17, 2021",B09JG4TTP2,240mmm,Dracaena Store,65.99,65.99,1
63d185efdba2fe37f0697155,Black,41.1,US,"December 25, 2021",B09JG4TTP2,240mmm,Dracaena Store,65,130,2
63d185efdba2fe37f0697157,Black,41.1,US,"December 27, 2021",B09JG4TTP2,240mmm,Dracaena Store,65,65,1
63d185efdba2fe37f0697158,Black,41.1,US,"December 28, 2021",B09JG4TTP2,240mmm,Dracaena Store,65,65,1
63d464d4dba2fe37f0ac4fef,Black,31.1,JP,"July 20, 2022",B09JG59MGK,120mm,Dracaena Store,52.493,52.493,1
63d474a4dba2fe37f0ad90e3,Black,31.1,MX,"July 13, 2022",B09JG59MGK,120mm,Dracaena Store,58.07714,58.07714,1
63d474f6dba2fe37f0ad97bb,Black,31.1,JP,"April 27, 2022",B09JG59MGK,120mm,Dracaena Store,41.993,41.993,1
63d474f6dba2fe37f0ad97bf,Black,31.1,JP,"May 1, 2022",B09JG59MGK,120mm,Dracaena Store,41.993,41.993,1
63d474f6dba2fe37f0ad97c0,Black,31.1,JP,"May 2, 2022",B09JG59MGK,120mm,Dracaena Store,41.993,41.993,1
63d493bfdba2fe37f0affec8,Black,31.1,MX,"June 8, 2022",B09JG59MGK,120mm,Dracaena Store,62.64,62.64,1
63d1426ddba2fe37f063163d,Black,31.1,US,"February 7, 2022",B09JG59MGK,120mm,Dracaena Store,49,49,1
63d1690fdba2fe37f066368d,Black,41.1,US,"January 18, 2022",B09JG4TTP2,240mmm,Dracaena Store,65,65,1
63d1690fdba2fe37f0663683,Black,41.1,US,"January 8, 2022",B09JG4TTP2,240mmm,Dracaena Store,65,65,1
63d1690fdba2fe37f0663692,Black,41.1,US,"January 23, 2022",B09JG4TTP2,240mmm,Dracaena Store,65,65,1
63d1690fdba2fe37f0663694,Black,41.1,US,"January 25, 2022",B09JG4TTP2,240mmm,Dracaena Store,65,65,1
63d03888dba2fe37f0432c5b,Black,31.1,DE,"July 27, 2022",B09JG59MGK,120mm,Dracaena Store,60.5604,60.5604,1
63d03888dba2fe37f0432c64,Black,31.1,DE,"August 5, 2022",B09JG59MGK,120mm,Dracaena Store,61.0509,61.0509,1
63d03888dba2fe37f0432c65,Black,31.1,DE,"August 6, 2022",B09JG59MGK,120mm,Dracaena Store,61.0509,61.0509,1
63d03888dba2fe37f0432c69,Black,31.1,DE,"August 10, 2022",B09JG59MGK,120mm,Dracaena Store,61.0509,61.0509,1
63d11169dba2fe37f05f47a4,Black,31.1,GB,"June 20, 2022",B09JG59MGK,120mm,Dracaena Store,55.118,55.118,1
63d11169dba2fe37f05f4790,Black,31.1,GB,"May 31, 2022",B09JG59MGK,120mm,Dracaena Store,53.8734,53.8734,1
63d11169dba2fe37f05f4791,Black,31.1,GB,"June 1, 2022",B09JG59MGK,120mm,Dracaena Store,53.8734,107.7468,2
63d16277dba2fe37f0657821,Black,31.1,GB,"May 20, 2022",B09JG59MGK,120mm,Dracaena Store,54.5973,54.5973,1
63d16277dba2fe37f0657825,Black,31.1,GB,"May 24, 2022",B09JG59MGK,120mm,Dracaena Store,54.5973,54.5973,1
63d16277dba2fe37f0657827,Black,31.1,GB,"May 26, 2022",B09JG59MGK,120mm,Dracaena Store,54.2417,216.9414,4
63d16277dba2fe37f0657828,Black,31.1,GB,"May 27, 2022",B09JG59MGK,120mm,Dracaena Store,53.8734,53.8734,1
63d16913dba2fe37f066370a,Black,51,US,"January 23, 2022",B09JG5X1PY,360mm,Dracaena Store,89,89,1
63d16913dba2fe37f0663700,Black,51,US,"January 13, 2022",B09JG5X1PY,360mm,Dracaena Store,89,89,1
63d16973dba2fe37f066410a,Black,31.1,US,"January 3, 2022",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d16973dba2fe37f066410b,Black,31.1,US,"January 4, 2022",B09JG59MGK,120mm,Dracaena Store,45,45,1
63d16973dba2fe37f066410c,Black,31.1,US,"January 5, 2022",B09JG59MGK,120mm,Dracaena Store,45,135,3
63d16973dba2fe37f066410d,Black,31.1,US,"January 6, 2022",B09JG59MGK,120mm,Dracaena Store,45,45,1
63d16973dba2fe37f066411a,Black,31.1,US,"January 19, 2022",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d16973dba2fe37f066411d,Black,31.1,US,"January 22, 2022",B09JG59MGK,120mm,Dracaena Store,45,135,3
63d16973dba2fe37f066411e,Black,31.1,US,"January 23, 2022",B09JG59MGK,120mm,Dracaena Store,45,45,1
63d16973dba2fe37f066411f,Black,31.1,US,"January 24, 2022",B09JG59MGK,120mm,Dracaena Store,45,135,3
63d16973dba2fe37f0664107,Black,31.1,US,"December 31, 2021",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d16973dba2fe37f0664112,Black,31.1,US,"January 11, 2022",B09JG59MGK,120mm,Dracaena Store,45,45,1
63d16973dba2fe37f0664114,Black,31.1,US,"January 13, 2022",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d16973dba2fe37f0664115,Black,31.1,US,"January 14, 2022",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d16973dba2fe37f0664116,Black,31.1,US,"January 15, 2022",B09JG59MGK,120mm,Dracaena Store,45,45,1
63d16973dba2fe37f0664118,Black,31.1,US,"January 17, 2022",B09JG59MGK,120mm,Dracaena Store,45,135,3
63d16973dba2fe37f0664119,Black,31.1,US,"January 18, 2022",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d16973dba2fe37f0664120,Black,31.1,US,"January 25, 2022",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d16973dba2fe37f0664121,Black,31.1,US,"January 26, 2022",B09JG59MGK,120mm,Dracaena Store,49,49,1
63d18651dba2fe37f0697cbe,Black,31.1,US,"December 6, 2021",B09JG59MGK,120mm,Dracaena Store,45.99,45.99,1
63d18651dba2fe37f0697cbf,Black,31.1,US,"December 7, 2021",B09JG59MGK,120mm,Dracaena Store,45.99,45.99,1
63d18651dba2fe37f0697cc0,Black,31.1,US,"December 8, 2021",B09JG59MGK,120mm,Dracaena Store,45.99,45.99,1
63d18651dba2fe37f0697cc4,Black,31.1,US,"December 12, 2021",B09JG59MGK,120mm,Dracaena Store,45.99,45.99,1
63d18651dba2fe37f0697cc6,Black,31.1,US,"December 14, 2021",B09JG59MGK,120mm,Dracaena Store,45.99,45.99,1
63d18651dba2fe37f0697cc7,Black,31.1,US,"December 15, 2021",B09JG59MGK,120mm,Dracaena Store,45.99,45.99,1
63d18651dba2fe37f0697cce,Black,31.1,US,"December 22, 2021",B09JG59MGK,120mm,Dracaena Store,45.99,91.98,2
63d18651dba2fe37f0697cd1,Black,31.1,US,"December 25, 2021",B09JG59MGK,120mm,Dracaena Store,45,45,1
63d18651dba2fe37f0697cd2,Black,31.1,US,"December 26, 2021",B09JG59MGK,120mm,Dracaena Store,45,90,2
63d18651dba2fe37f0697cd3,Black,31.1,US,"December 27, 2021",B09JG59MGK,120mm,Dracaena Store,45,45,1
63d18651dba2fe37f0697cd4,Black,31.1,US,"December 28, 2021",B09JG59MGK,120mm,Dracaena Store,45,45,1
63e2f6ec58ed550a45d8ba5a,Black,31.1,US,"September 10, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63e4741d58ed550a45f84c6c,Black,41.1,US,"September 11, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63e4748c58ed550a45f8524a,Black,31.1,US,"September 13, 2022",B09JG59MGK,120mm,Dracaena Store,52,156,3
63e4748c58ed550a45f85248,Black,31.1,US,"September 11, 2022",B09JG59MGK,120mm,Dracaena Store,52,104,2
63e869157d111e070f946be3,Black,31.1,US,"September 14, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63ea5f54b65d634d6936bd98,Black,41.1,US,"September 16, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63ea5fccb65d634d6936cb8a,Black,31.1,US,"September 16, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63eb02cab65d634d6946328e,Black,41.1,CA,"September 19, 2022",B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1
63eb132cb65d634d6948002a,Black,41.1,US,"September 21, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63eb132cb65d634d69480027,Black,41.1,US,"September 18, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63eb1399b65d634d69480b6a,Black,31.1,US,"September 21, 2022",B09JG59MGK,120mm,Dracaena Store,52,104,2
63eb1399b65d634d69480b66,Black,31.1,US,"September 17, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63eb1399b65d634d69480b67,Black,31.1,US,"September 18, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63eb1399b65d634d69480b68,Black,31.1,US,"September 19, 2022",B09JG59MGK,120mm,Dracaena Store,52,104,2
63eb1399b65d634d69480b69,Black,31.1,US,"September 20, 2022",B09JG59MGK,120mm,Dracaena Store,52,156,3
63ed1d1cb65d634d696b7fb0,Black,31.1,AU,"September 18, 2022",B09JG59MGK,120mm,Dracaena Store,60.97,60.97,1
63f4e58b6b5148a575c02dbe,Black,31.1,US,"September 24, 2022",B09JG59MGK,120mm,Dracaena Store,52,104,2
63f4e5126b5148a575c0218e,Black,41.1,US,"September 24, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63f4e5176b5148a575c02224,Black,51,US,"September 24, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63f26adbea6105710225e604,Black,31.1,US,"September 22, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63f26adbea6105710225e605,Black,31.1,US,"September 23, 2022",B09JG59MGK,120mm,Dracaena Store,52,104,2
63f81ead6b5148a575091740,Black,51,US,"September 26, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63f81f186b5148a575091f92,Black,31.1,US,"September 26, 2022",B09JG59MGK,120mm,Dracaena Store,39,156,4
63f091ffb137a68bcc6b9fe6,Black,31.1,DE,"September 21, 2022",B09JG59MGK,120mm,Dracaena Store,61.5632,61.5632,1
63f919ee6b5148a5751cfa58,Black,31.1,US,"September 27, 2022",B09JG59MGK,120mm,Dracaena Store,52,156,3
63f2957bea6105710229d64c,Black,31.1,DE,"September 22, 2022",B09JG59MGK,120mm,Dracaena Store,61.5632,61.5632,1
63f2957bea6105710229d64d,Black,31.1,DE,"September 23, 2022",B09JG59MGK,120mm,Dracaena Store,61.3125,122.6141,2
63f6873e6b5148a575e6a304,Black,31.1,US,"September 25, 2022",B09JG59MGK,120mm,Dracaena Store,52,52,1
63f25997ea61057102240cef,Black,41.1,CA,"September 23, 2022",B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1
63f751776b5148a575f94fba,Black,31.1,JP,"October 8, 2022",B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1
63fa834e6b5148a57539d074,Black,31.1,US,"September 28, 2022",B09JG59MGK,120mm,Dracaena Store,52,156,3
63fbc75d6b5148a5754fc84a,Black,31.1,DE,"October 1, 2022",B09JG59MGK,120mm,Dracaena Store,61.0509,61.0509,1
63fbc8316b5148a5754fd898,Black,41.1,DE,"October 5, 2022",B09JG4TTP2,240mmm,Dracaena Store,65.4,65.4,1
63fc12276b5148a5755416e6,Black,31.1,US,"September 29, 2022",B09JG59MGK,120mm,Dracaena Store,48,624,13
63fcfb656b5148a5755e97a6,Black,41.1,US,"September 30, 2022",B09JG4TTP2,240mmm,Dracaena Store,69,69,1
63fcfbea6b5148a5755e9d64,Black,31.1,US,"September 30, 2022",B09JG59MGK,120mm,Dracaena Store,52,156,3
63fe27e26b5148a575688680,Black,51,US,"October 1, 2022",B09JG5X1PY,360mm,Dracaena Store,86,86,1
63fe28626b5148a575688bc6,Black,31.1,US,"October 1, 2022",B09JG59MGK,120mm,Dracaena Store,52,260,5
63feec156b5148a5756f1577,Black,41.1,CA,"October 7, 2022",B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1
63feec156b5148a5756f1578,Black,41.1,CA,"October 8, 2022",B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1
63feeca06b5148a5756f1b6e,Black,31.1,CA,"October 4, 2022",B09JG59MGK,120mm,Dracaena Store,52.44,52.44,1
63ff00c56b5148a5756febc9,Black,31.1,US,"October 3, 2022",B09JG59MGK,120mm,Dracaena Store,52,208,4
63ff00c56b5148a5756febca,Black,31.1,US,"October 4, 2022",B09JG59MGK,120mm,Dracaena Store,52,468,9
