ASIN,Date,Price,Total Gross Revenue,Total Organic Sales,Total PPC Sales,Total Profit,Total Sales
B09JG59MGK,4/16/2023,55.99,227.96,1,2,95.43,3
B09JG59MGK,4/17/2023,55.99,569.9,6,3,-42.16,9
B09JG59MGK,4/18/2023,55.99,170.97,2,1,-1.81,3
B09JG59MGK,4/19/2023,55.99,911.84,8,0,310.25,8
B09JG59MGK,4/20/2023,55.99,170.97,2,1,-51.38,3
B09JG59MGK,4/21/2023,55.99,284.95,4,1,157.78,5
B09JG59MGK,4/22/2023,55.99,170.97,3,0,102.96,3
B09JG59MGK,4/23/2023,55.99,113.98,2,0,-23.8,2
B09JG59MGK,4/24/2023,55.99,113.98,2,0,32.61,2
B09JG59MGK,4/25/2023,55.99,683.88,3,0,220.72,3
B09JG59MGK,4/26/2023,55.99,0,0,0,-0.03,0
B09JG59MGK,4/26/2023,55.99,0,0,0,-9.74,0
B09JG59MGK,4/27/2023,55.99,0,0,0,-55.77,0
B09JG59MGK,4/28/2023,55.99,0,0,0,45.12,0
B09JG59MGK,4/28/2023,55.99,0,0,0,-111.07,0
B09JG59MGK,4/29/2023,55.99,0,0,0,0,0
B09JG59MGK,4/30/2023,55.99,63.99,1,0,19.67,1
B09JG59MGK,5/1/2023,59.99,311.95,5,0,81.1,5
B09JG59MGK,5/2/2023,59.99,779.87,4,0,407.32,4
B09JG59MGK,5/3/2023,59.99,419.93,7,0,74.73,7
B09JG59MGK,5/4/2023,59.99,239.96,2,2,-6.47,4
B09JG59MGK,5/5/2023,59.99,839.86,5,8,271.93,13
B09JG59MGK,5/6/2023,59.99,539.91,4,4,88.37,8
B09JG59MGK,5/7/2023,59.99,299.95,3,2,43.94,5
B09JG59MGK,5/8/2023,59.99,239.96,0,4,-161.91,4
B09JG59MGK,5/9/2023,59.99,419.93,3,4,96.94,7
B09JG59MGK,5/10/2023,59.99,599.9,1,9,178.36,10
B09JG59MGK,5/11/2023,59.99,1739.71,9,2,524.13,11
B09JG59MGK,5/12/2023,59.99,659.89,4,7,216.23,11
B09JG59MGK,5/13/2023,59.99,359.94,0,6,68.71,6
B09JG59MGK,5/14/2023,59.99,899.85,8,6,345.09,14
B09JG59MGK,5/15/2023,59.99,599.9,2,8,188.22,10
B09JG59MGK,5/16/2023,59.99,299.95,2,3,-100.02,5
B09JG59MGK,5/17/2023,59.99,839.86,4,5,254.24,9
B09JG59MGK,5/18/2023,59.99,539.91,1,6,114.85,7
B09JG59MGK,5/19/2023,59.99,419.93,2,5,24.45,7
B09JG59MGK,5/20/2023,59.99,119.98,-1,3,-92.37,2
B09JG59MGK,5/21/2023,59.99,479.92,4,2,163.68,6
B09JG59MGK,5/22/2023,59.99,779.87,3,3,176.31,6
B09JG59MGK,5/23/2023,59.99,659.89,5,6,140.23,11
B09JG59MGK,5/24/2023,59.99,299.95,2,2,-46.35,4
B09JG59MGK,5/25/2023,59.99,479.92,3,4,81.98,7
B09JG59MGK,5/26/2023,59.99,779.87,7,5,176.96,12
B09JG59MGK,5/27/2023,59.99,839.86,2,3,291.2,5
B09JG59MGK,5/28/2023,59.99,479.92,3,0,131.01,3
B09JG59MGK,5/29/2023,59.99,1079.82,4,9,458.83,13
B09JG59MGK,5/30/2023,59.99,377.94,2,4,88.55,6
B09JG59MGK,5/31/2023,59.99,526.91,4,5,147.08,9
B09JG59MGK,6/1/2023,59.99,405.93,0,4,31.26,4
B09JG59MGK,6/2/2023,59.99,405.93,1,6,-23.21,7
B09JG59MGK,6/3/2023,59.99,463.92,6,2,134.09,8
B09JG59MGK,6/4/2023,59.99,235.96,0,4,31.49,4
B09JG59MGK,6/5/2023,59.99,479.92,5,3,74.41,8
B09JG59MGK,6/6/2023,59.99,179.97,-4,7,-22.85,3
B09JG59MGK,6/7/2023,59.99,719.88,7,5,216.89,12
B09JG59MGK,6/8/2023,59.99,359.94,4,2,51.17,6
B09JG59MGK,6/9/2023,59.99,274.95,3,2,5.5,5
B09JG59MGK,6/10/2023,59.99,539.91,4,4,130.05,8
B09JG59MGK,6/11/2023,59.99,419.93,2,5,114.66,7
B09JG59MGK,6/12/2023,59.99,179.97,2,2,-234.34,4
B09JG59MGK,6/13/2023,59.99,539.91,3,6,151.73,9
B09JG59MGK,6/14/2023,59.99,419.93,3,4,21.1,7
B09JG59MGK,6/15/2023,59.99,179.97,-1,4,24.96,3
B09JG59MGK,6/16/2023,59.99,659.89,8,2,198.78,10
B09JG59MGK,6/17/2023,59.99,239.96,1,3,-4.01,4
B09JG59MGK,6/18/2023,59.99,119.98,2,0,-16.44,2
B09JG59MGK,6/19/2023,59.99,659.89,5,4,231.19,9
B09JG59MGK,6/20/2023,59.99,539.91,1,7,97.18,8
B09JG59MGK,6/21/2023,59.99,719.88,6,4,19.47,10
B09JG59MGK,6/22/2023,59.99,479.92,4,2,-49.1,6
B09JG59MGK,6/23/2023,59.99,359.94,1,5,-26.74,6
B09JG59MGK,6/24/2023,59.99,479.92,5,3,102.08,8
B09JG59MGK,6/25/2023,59.99,179.97,2,1,-51.46,3
B09JG59MGK,6/26/2023,59.99,479.92,7,1,70.72,8
B09JG59MGK,6/27/2023,59.99,239.96,1,3,-44.8,4
B09JG59MGK,6/28/2023,59.99,299.95,3,2,-124.07,5
B09JG59MGK,6/29/2023,59.99,0,0,0,-61.31,0
B09JG59MGK,6/29/2023,59.99,0,0,0,-16.59,0
B09JG59MGK,6/30/2023,59.99,0,0,0,-62.27,0
B09JG59MGK,7/1/2023,59.99,0,0,0,0,0
B09JG59MGK,7/2/2023,59.99,0,0,0,0,0
