Asin,Color,Country Code,"Month, Day, Year of Date",Order ID,Size,Store,Cost,Price,Profit,Sales,Units
B09JG4TTP2,Black,US,5/29/2023,649bc37fc7011f3740975f5c,240mmm,Ingenious Store,41.1,74.99,67.78,149.98,2
B09JG4TTP2,Black,US,5/30/2023,649bc37fc7011f3740975f5d,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/1/2023,649bc37fc7011f3740975f5f,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/12/2023,649bc37fc7011f3740975f6a,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/15/2023,649bc37fc7011f3740975f6d,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/16/2023,649bc37fc7011f3740975f6e,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/17/2023,649bc37fc7011f3740975f6f,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/6/2023,649bc37fc7011f3740975f64,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/11/2023,649bc37fc7011f3740975f69,240mmm,Ingenious Store,41.1,72.99,63.78,145.98,2
B09JG4TTP2,Black,US,6/19/2023,649bc37fc7011f3740975f71,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/21/2023,649bc37fc7011f3740975f73,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,US,6/23/2023,649bc37fc7011f3740975f75,240mmm,Ingenious Store,41.1,72.99,31.89,72.99,1
B09JG4TTP2,Black,JP,2/25/2023,649bc46153a4ec2274bc8f75,240mmm,Dracaena Store,41.1,84.693,43.593,84.693,1
B09JG4TTP2,Black,US,3/31/2023,649bca14c7011f374097a9e5,240mmm,Ingenious Store,41.1,79.99,38.89,79.99,1
B09JG4TTP2,Black,US,4/5/2023,649bca14c7011f374097a9ea,240mmm,Ingenious Store,41.1,79.99,116.67,239.97,3
B09JG4TTP2,Black,US,4/21/2023,649bca14c7011f374097a9fa,240mmm,Ingenious Store,41.1,69.99,28.89,69.99,1
B09JG4TTP2,Black,US,4/22/2023,649bca14c7011f374097a9fb,240mmm,Ingenious Store,41.1,69.99,86.67,209.97,3
B09JG4TTP2,Black,US,4/24/2023,649bca14c7011f374097a9fd,240mmm,Ingenious Store,41.1,69.99,28.89,69.99,1
B09JG4TTP2,Black,US,4/26/2023,649bca14c7011f374097a9ff,240mmm,Ingenious Store,41.1,69.99,28.89,69.99,1
B09JG4TTP2,Black,US,4/27/2023,649bca14c7011f374097aa00,240mmm,Ingenious Store,41.1,69.99,86.67,209.97,3
