ASIN,Color,countryCode,Date,Order ID,Size,Store,Cost,Price to USD,Sales to USD,Units Sold
B09JG4TTP2,Black,US,2/19/2023,649bd073c7011f374097f481,240mm,Ingenious Store,41.1,75.99,151.98,2
B09JG4TTP2,Black,US,2/24/2023,649bd073c7011f374097f486,240mm,Ingenious Store,41.1,77.99,155.98,2
B09JG4TTP2,Black,US,2/25/2023,649bd073c7011f374097f487,240mm,Ingenious Store,41.1,79.99,159.98,2
B09JG4TTP2,Black,US,3/3/2023,649bcd46c7011f374097cf2b,240mm,Ingenious Store,41.1,79.99,159.98,2
B09JG4TTP2,Black,US,3/7/2023,649bcd46c7011f374097cf2f,240mm,Ingenious Store,41.1,79.99,159.98,2
B09JG4TTP2,Black,US,3/8/2023,649bcd46c7011f374097cf30,240mm,Ingenious Store,41.1,79.99,159.98,2
B09JG4TTP2,Black,US,3/13/2023,649bcd46c7011f374097cf35,240mm,Ingenious Store,41.1,79.99,159.98,2
B09JG59MGK,Black,US,12/3/2022,6442545fdc352d950f4381fc,120mm,Ingenious Store,31.1,52,104,2
B09JG59MGK,Black,US,2/5/2023,649bd070c7011f374097f455,120mm,Ingenious Store,31.1,52.99,105.98,2
B09JG59MGK,Black,US,1/29/2023,649bd070c7011f374097f44e,120mm,Ingenious Store,31.1,55.99,111.98,2
B09JG59MGK,Black,US,4/23/2023,649bca11c7011f374097a9de,120mm,Ingenious Store,31.1,56.99,113.98,2
B09JG59MGK,Black,US,4/24/2023,649bca11c7011f374097a9df,120mm,Ingenious Store,31.1,56.99,113.98,2
B09JG5X1PY,Black,US,5/1/2023,649bc6bdc7011f37409783ee,360mm,Ingenious Store,51,45,89.99,2
B09JG5X1PY,Black,US,2/15/2023,649bd063c7011f374097f3c9,360mm,Ingenious Store,51,82.99,165.98,2
B09JG5X1PY,Black,US,6/25/2023,649bc36fc7011f3740975ec3,360mm,Ingenious Store,51,84.99,169.98,2
B09JG5X1PY,Black,US,12/8/2022,6442544bdc352d950f43816b,360mm,Ingenious Store,51,85.99,171.98,2
B09JG5X1PY,Black,US,1/8/2023,649bd3a3c7011f3740981905,360mm,Ingenious Store,51,85.99,171.98,2
B09JG5X1PY,Black,US,2/1/2023,649bd063c7011f374097f3bb,360mm,Ingenious Store,51,85.99,171.98,2
B09JG5X1PY,Black,US,2/28/2023,649bcd37c7011f374097ce74,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,3/2/2023,649bcd37c7011f374097ce76,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,3/27/2023,649bcd37c7011f374097ce8f,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,4/13/2023,649bca04c7011f374097a93e,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,4/17/2023,649bca04c7011f374097a942,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,4/22/2023,649bca04c7011f374097a947,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,4/25/2023,649bca04c7011f374097a94a,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,4/27/2023,649bca04c7011f374097a94c,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,4/28/2023,649bca04c7011f374097a94d,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,5/2/2023,649bc6bdc7011f37409783ef,360mm,Ingenious Store,51,89.99,179.98,2
B09JG5X1PY,Black,US,5/7/2023,649bc6bdc7011f37409783f4,360mm,Ingenious Store,51,89.99,179.98,2
B09JG4TTP2,Black,US,12/14/2022,64425462dc352d950f438225,240mm,Ingenious Store,41.1,68.99,206.97,3
B09JG4TTP2,Black,US,4/22/2023,649bca14c7011f374097a9fb,240mm,Ingenious Store,41.1,69.99,209.97,3
B09JG4TTP2,Black,US,4/27/2023,649bca14c7011f374097aa00,240mm,Ingenious Store,41.1,69.99,209.97,3
B09JG4TTP2,Black,US,5/1/2023,649bc6cbc7011f37409784a2,240mm,Ingenious Store,41.1,69.99,209.97,3
B09JG4TTP2,Black,US,12/27/2022,64427bf9dc352d950f443aa6,240mm,Ingenious Store,41.1,75.99,227.97,3
B09JG4TTP2,Black,US,1/2/2023,649bd3b3c7011f37409819b3,240mm,Ingenious Store,41.1,75.99,227.97,3
B09JG4TTP2,Black,US,1/6/2023,649bd3b3c7011f37409819b7,240mm,Ingenious Store,41.1,75.99,227.97,3
B09JG4TTP2,Black,US,2/16/2023,649bd073c7011f374097f47e,240mm,Ingenious Store,41.1,75.99,227.97,3
B09JG4TTP2,Black,US,2/28/2023,649bcd46c7011f374097cf28,240mm,Ingenious Store,41.1,79.99,239.97,3
B09JG4TTP2,Black,US,3/1/2023,649bcd46c7011f374097cf29,240mm,Ingenious Store,41.1,79.99,239.97,3
B09JG4TTP2,Black,US,3/2/2023,649bcd46c7011f374097cf2a,240mm,Ingenious Store,41.1,79.99,239.97,3
B09JG4TTP2,Black,US,3/11/2023,649bcd46c7011f374097cf33,240mm,Ingenious Store,41.1,79.99,239.97,3
B09JG4TTP2,Black,US,4/5/2023,649bca14c7011f374097a9ea,240mm,Ingenious Store,41.1,79.99,239.97,3
B09JG59MGK,Black,US,1/11/2023,649bd3b1c7011f374098199e,120mm,Ingenious Store,31.1,39.33,117.98,3
B09JG59MGK,Black,US,12/4/2022,6442545fdc352d950f4381fd,120mm,Ingenious Store,31.1,52,156,3
B09JG59MGK,Black,US,2/3/2023,649bd070c7011f374097f453,120mm,Ingenious Store,31.1,52.99,158.97,3
B09JG59MGK,Black,US,2/2/2023,649bd070c7011f374097f452,120mm,Ingenious Store,31.1,54.32,162.97,3
B09JG59MGK,Black,US,2/1/2023,649bd070c7011f374097f451,120mm,Ingenious Store,31.1,54.99,164.97,3
B09JG59MGK,Black,US,1/24/2023,649bd3b1c7011f37409819ab,120mm,Ingenious Store,31.1,55.99,167.97,3
B09JG59MGK,Black,US,3/18/2023,649bcd43c7011f374097cf1c,120mm,Ingenious Store,31.1,55.99,167.97,3
B09JG59MGK,Black,US,3/25/2023,649bcd43c7011f374097cf23,120mm,Ingenious Store,31.1,55.99,167.97,3
B09JG59MGK,Black,US,3/13/2023,649bcd43c7011f374097cf17,120mm,Ingenious Store,31.1,56.66,169.97,3
B09JG59MGK,Black,US,3/11/2023,649bcd43c7011f374097cf15,120mm,Ingenious Store,31.1,56.99,170.97,3
B09JG59MGK,Black,US,4/18/2023,649bca11c7011f374097a9d9,120mm,Ingenious Store,31.1,56.99,170.97,3
B09JG59MGK,Black,US,1/27/2023,649bd3b1c7011f37409819ae,120mm,Ingenious Store,31.1,58.99,176.97,3
B09JG59MGK,Black,US,5/2/2023,649bc6c9c7011f3740978485,120mm,Ingenious Store,31.1,59.99,179.97,3
B09JG59MGK,Black,US,6/6/2023,649bc37cc7011f3740975f46,120mm,Ingenious Store,31.1,59.99,179.97,3
B09JG59MGK,Black,US,6/15/2023,649bc37cc7011f3740975f4f,120mm,Ingenious Store,31.1,59.99,179.97,3
B09JG59MGK,Black,US,6/17/2023,649bc37cc7011f3740975f51,120mm,Ingenious Store,31.1,59.99,179.97,3
B09JG59MGK,Black,US,6/18/2023,649bc37cc7011f3740975f52,120mm,Ingenious Store,31.1,59.99,179.97,3
B09JG59MGK,Black,US,6/25/2023,649bc37cc7011f3740975f59,120mm,Ingenious Store,31.1,59.99,179.97,3
B09JG5X1PY,Black,US,2/19/2023,649bd063c7011f374097f3cd,360mm,Ingenious Store,51,82.99,248.97,3
B09JG5X1PY,Black,US,12/13/2022,6442544bdc352d950f438170,360mm,Ingenious Store,51,85.99,257.97,3
B09JG5X1PY,Black,US,12/14/2022,6442544bdc352d950f438171,360mm,Ingenious Store,51,85.99,257.97,3
B09JG5X1PY,Black,US,12/15/2022,6442544bdc352d950f438172,360mm,Ingenious Store,51,85.99,257.97,3
B09JG5X1PY,Black,US,2/22/2023,649bd063c7011f374097f3d0,360mm,Ingenious Store,51,89.99,269.97,3
B09JG5X1PY,Black,US,4/15/2023,649bca04c7011f374097a940,360mm,Ingenious Store,51,89.99,269.97,3
B09JG5X1PY,Black,US,4/20/2023,649bca04c7011f374097a945,360mm,Ingenious Store,51,89.99,269.97,3
B09JG4TTP2,Black,US,12/15/2022,64425462dc352d950f438226,240mm,Ingenious Store,41.1,68.99,275.96,4
B09JG4TTP2,Black,US,12/31/2022,649bd3b3c7011f37409819b1,240mm,Ingenious Store,41.1,75.99,303.96,4
B09JG4TTP2,Black,US,2/10/2023,649bd073c7011f374097f478,240mm,Ingenious Store,41.1,75.99,303.96,4
B09JG4TTP2,Black,US,3/5/2023,649bcd46c7011f374097cf2d,240mm,Ingenious Store,41.1,79.99,319.96,4
B09JG59MGK,Black,US,6/12/2023,649bc37cc7011f3740975f4c,120mm,Ingenious Store,31.1,44.99,179.97,4
B09JG59MGK,Black,US,2/4/2023,649bd070c7011f374097f454,120mm,Ingenious Store,31.1,52.99,211.96,4
B09JG59MGK,Black,US,1/15/2023,649bd3b1c7011f37409819a2,120mm,Ingenious Store,31.1,54.99,219.96,4
B09JG59MGK,Black,US,3/27/2023,649bcd43c7011f374097cf25,120mm,Ingenious Store,31.1,55.99,223.96,4
B09JG59MGK,Black,US,3/28/2023,649bcd43c7011f374097cf26,120mm,Ingenious Store,31.1,55.99,223.96,4
B09JG59MGK,Black,US,4/4/2023,649bca11c7011f374097a9cb,120mm,Ingenious Store,31.1,55.99,223.96,4
B09JG59MGK,Black,US,4/15/2023,649bca11c7011f374097a9d6,120mm,Ingenious Store,31.1,56.99,227.96,4
B09JG59MGK,Black,US,4/16/2023,649bca11c7011f374097a9d7,120mm,Ingenious Store,31.1,56.99,227.96,4
B09JG59MGK,Black,US,4/21/2023,649bca11c7011f374097a9dc,120mm,Ingenious Store,31.1,56.99,227.96,4
B09JG59MGK,Black,US,4/22/2023,649bca11c7011f374097a9dd,120mm,Ingenious Store,31.1,56.99,227.96,4
B09JG59MGK,Black,US,5/4/2023,649bc6c9c7011f3740978487,120mm,Ingenious Store,31.1,59.99,239.96,4
B09JG59MGK,Black,US,5/8/2023,649bc6c9c7011f374097848b,120mm,Ingenious Store,31.1,59.99,239.96,4
B09JG59MGK,Black,US,5/20/2023,649bc6c9c7011f3740978497,120mm,Ingenious Store,31.1,59.99,239.96,4
B09JG59MGK,Black,US,6/27/2023,649bc37cc7011f3740975f5b,120mm,Ingenious Store,31.1,59.99,239.96,4
B09JG5X1PY,Black,US,12/12/2022,6442544bdc352d950f43816f,360mm,Ingenious Store,51,85.99,343.96,4
B09JG5X1PY,Black,US,4/30/2023,649bc6bdc7011f37409783ed,360mm,Ingenious Store,51,89.99,359.96,4
B09JG4TTP2,Black,US,1/18/2023,649bd3b3c7011f37409819c3,240mm,Ingenious Store,41.1,75.99,379.95,5
B09JG4TTP2,Black,US,3/10/2023,649bcd46c7011f374097cf32,240mm,Ingenious Store,41.1,79.99,399.95,5
B09JG59MGK,Black,US,2/25/2023,649bd070c7011f374097f469,120mm,Ingenious Store,31.1,54.99,274.95,5
B09JG59MGK,Black,US,3/15/2023,649bcd43c7011f374097cf19,120mm,Ingenious Store,31.1,55.99,279.95,5
B09JG59MGK,Black,US,3/24/2023,649bcd43c7011f374097cf22,120mm,Ingenious Store,31.1,55.99,279.95,5
B09JG59MGK,Black,US,3/26/2023,649bcd43c7011f374097cf24,120mm,Ingenious Store,31.1,55.99,279.95,5
B09JG59MGK,Black,US,3/30/2023,649bca11c7011f374097a9c6,120mm,Ingenious Store,31.1,55.99,279.95,5
B09JG59MGK,Black,US,12/24/2022,64427bf6dc352d950f443a85,120mm,Ingenious Store,31.1,56.99,284.95,5
B09JG59MGK,Black,US,12/29/2022,649a821378eebbe0e4c531e7,120mm,Ingenious Store,31.1,56.99,284.95,5
B09JG59MGK,Black,US,12/31/2022,649bd3b1c7011f3740981993,120mm,Ingenious Store,31.1,56.99,284.95,5
B09JG59MGK,Black,US,1/1/2023,649bd3b1c7011f3740981994,120mm,Ingenious Store,31.1,56.99,284.95,5
B09JG59MGK,Black,US,1/4/2023,649bd3b1c7011f3740981997,120mm,Ingenious Store,31.1,56.99,284.95,5
B09JG59MGK,Black,US,1/9/2023,649bd3b1c7011f374098199c,120mm,Ingenious Store,31.1,56.99,284.95,5
B09JG59MGK,Black,US,3/12/2023,649bcd43c7011f374097cf16,120mm,Ingenious Store,31.1,56.99,284.95,5
B09JG59MGK,Black,US,6/2/2023,649bc37cc7011f3740975f42,120mm,Ingenious Store,31.1,57.99,289.95,5
B09JG59MGK,Black,US,6/4/2023,649bc37cc7011f3740975f44,120mm,Ingenious Store,31.1,58.79,293.95,5
B09JG59MGK,Black,US,5/7/2023,649bc6c9c7011f374097848a,120mm,Ingenious Store,31.1,59.99,299.95,5
B09JG59MGK,Black,US,5/13/2023,649bc6c9c7011f3740978490,120mm,Ingenious Store,31.1,59.99,299.95,5
B09JG59MGK,Black,US,5/16/2023,649bc6c9c7011f3740978493,120mm,Ingenious Store,31.1,59.99,299.95,5
B09JG59MGK,Black,US,5/19/2023,649bc6c9c7011f3740978496,120mm,Ingenious Store,31.1,59.99,299.95,5
B09JG59MGK,Black,US,6/8/2023,649bc37cc7011f3740975f48,120mm,Ingenious Store,31.1,59.99,299.95,5
B09JG59MGK,Black,US,6/23/2023,649bc37cc7011f3740975f57,120mm,Ingenious Store,31.1,59.99,299.95,5
B09JG59MGK,Black,US,5/1/2023,649bc6c9c7011f3740978484,120mm,Ingenious Store,31.1,62.39,311.95,5
B09JG5X1PY,Black,US,12/16/2022,6442544bdc352d950f438173,360mm,Ingenious Store,51,85.99,429.95,5
B09JG59MGK,Black,US,2/12/2023,649bd070c7011f374097f45c,120mm,Ingenious Store,31.1,44.16,264.95,6
B09JG59MGK,Black,US,2/7/2023,649bd070c7011f374097f457,120mm,Ingenious Store,31.1,52.99,317.94,6
B09JG59MGK,Black,US,1/12/2023,649bd3b1c7011f374098199f,120mm,Ingenious Store,31.1,54.99,329.94,6
B09JG59MGK,Black,US,1/18/2023,649bd3b1c7011f37409819a5,120mm,Ingenious Store,31.1,54.99,329.94,6
